date,total_new_confirmed,total_new_deceased,total_cumulative_confirmed,total_cumulative_deceased,total_cumulative_tested,total_new_persons_vaccinated,total_cumulative_persons_vaccinated,total_new_persons_fully_vaccinated,total_cumulative_persons_fully_vaccinated,total_new_vaccine_doses_administered,total_cumulative_vaccine_doses_administered,total_new_hospitalized_patients,total_cumulative_hospitalized_patients,total_cumulative_recovered,total_new_recovered,total_cumulative_intensive_care_patients
2021-05-19,795905,11515,74783324,830856,789620933,2101648,288252032,311089,82041995,2412737,370294027,,,42170789,715256,
2021-05-18,793941,12443,73991697,819377,785292105,2334101,286150384,388147,81730906,2722248,367881290,,,41458689,755485,
2021-05-17,777076,12635,73202038,806968,781132421,2604914,283816283,480531,81342759,3085445,365159042,,,40705966,816801,
2021-05-16,810734,12097,72429262,794376,777339538,1254734,281211369,150977,80862228,1405711,362073597,,,39891678,730702,
2021-05-15,883913,11730,71622861,782319,458874710,2418751,279956635,1241957,80711251,3660708,360667886,,,39163275,697454,
2021-05-14,944068,11355,70743163,770629,769884023,1430141,277537884,1013421,79469294,2443562,357007178,,,38467814,675368,
2021-05-13,987394,11367,69803371,759313,766124072,2341598,276107743,2051649,78455873,4393247,354563616,,,37793906,658571,
2021-05-12,1040007,11720,68820128,747982,762118538,2284539,273766145,1867891,76404224,4152430,350170369,,,37136937,674511,
2021-05-11,1031459,11912,67784210,736298,758098527,2488638,271481606,2790401,74536333,5279039,346017939,,,36463828,679746,
2021-05-10,980592,11440,66756760,724422,754053019,2424793,268992968,2893820,71745932,5318613,340738900,,,35785081,681152,
2021-05-09,1035713,10904,65779958,713013,750345645,912491,266568175,635211,68852112,1547702,335420287,,,35104487,675200,
2021-05-08,1139090,11409,64747830,702139,746893928,1937811,265655684,2450888,68216901,4388699,333872585,,,34429595,735429,
2021-05-07,1172672,11996,63612112,690759,742874198,2257835,263717873,2690532,65766013,4948367,329483886,,,33694114,609689,
2021-05-06,1192451,11499,62442601,678794,738822566,2438317,261460038,2681810,63075481,5120127,324535519,,,33084043,620842,
2021-05-05,1200422,11346,61253006,667326,734763328,2029828,259021721,2155704,60393671,4185532,319415392,,,32462271,625164,
2021-05-04,1140146,11057,60055033,656016,730699295,1745383,256991893,1471155,58237967,3216538,315229860,,,31836258,640608,
2021-05-03,1060066,10058,58916974,644996,727099001,1842214,255246510,1751520,56766812,3593734,312013322,,,31194283,603388,
2021-05-02,1062308,9729,57858670,634970,723602919,577924,253404296,388650,55015292,966574,308419588,,,30589212,562129,
2021-05-01,1110636,10216,56797923,625267,720079485,2063711,252826372,1379353,54626642,3443064,307453014,,,30025352,575553,
2021-04-30,1151849,10247,55688400,615074,716099223,3131866,250762661,2329638,53247289,5461504,304009950,,,29447923,560025,
2021-04-29,1133407,9993,54537362,604847,711985299,2545297,247630795,1881703,50917651,4427000,298548446,,,28885826,546619,
2021-04-28,1101314,10297,53404547,594869,707909185,2552449,245085498,1800214,49035948,4352663,294121446,,,28337001,513227,
2021-04-27,1061566,9706,52303516,584583,704040955,2941364,242533049,1952760,47235734,4894124,289768783,,,27821204,494241,
2021-04-26,964521,8309,51241862,574880,700267436,4181897,239591685,2501875,45282974,6683772,284874659,,,27324465,466763,
2021-04-25,993468,7936,50276943,566572,696820297,4895759,235409788,2527969,42781099,7423728,278190887,,,26855335,408076,
2021-04-24,1011845,7885,49282843,558635,693368485,1640191,116929760,882518,21082791,2522709,138012551,,,26444945,402135,
2021-04-23,1002141,7578,48270001,550742,689546927,1857660,115289569,1021493,20200273,2879153,135489842,,,26040509,409862,
2021-04-22,972582,6750,47266612,543156,685616052,3830330,227016178,2401014,38349119,6231344,265365297,,,25628353,358398,
2021-04-21,925478,6147,46292481,536395,681857640,3515294,223185848,1210574,35948105,4725868,259133953,,,25267599,327497,
2021-04-20,861843,5797,45365312,530237,678184163,1981179,110011373,984598,17267599,2965777,127278972,,,24937895,307731,
2021-04-19,775160,5234,44501498,524426,674618128,4570452,217689375,1960304,33752933,6530756,251442308,,,24627833,281094,
2021-04-18,773045,4788,43724329,519178,671422631,1881012,213118923,577746,31792629,2458758,244911552,,,24344197,261503,
2021-04-17,761357,4404,42949202,514377,668169175,4039305,211237911,1305726,31214883,5345031,242452794,,,24080095,254953,
2021-04-16,701045,3996,42185655,509957,664698669,4111362,207198606,1286206,29909157,5397568,237107763,,,23822352,228326,
2021-04-15,643473,3558,41482461,505944,661404618,4333839,203087244,1098179,28622951,5432018,231710195,,,23591529,218429,
2021-04-14,592651,3114,40836803,502366,658275507,5754007,198753405,870809,27524772,6624816,226278177,,,23370555,172628,
2021-04-13,549832,2973,40241923,499231,655230143,4511761,192999398,751302,26653963,5263063,219653361,,,23195331,152326,
2021-04-12,487821,2685,39689824,496237,652074118,6904422,188487637,1072177,25902661,7976599,214390298,,,23040468,181842,
2021-04-11,483322,2595,39199792,493531,649139700,5402348,181583215,462506,24830484,5864854,206413699,,,22856062,141604,
2021-04-10,458707,2503,38714234,490913,646204010,6236477,176180867,769335,24367978,7005812,200548845,,,22711895,171133,
2021-04-09,427747,2304,38253193,488387,643158884,6595214,169944390,836200,23598643,7431414,193543033,,,22538251,146129,
2021-04-08,395498,2335,37823067,486060,640354314,7354901,163349176,837473,22762443,8192374,186111619,,,22389608,116635,
2021-04-07,372993,2093,37425220,483702,637421336,5629312,155994275,541834,21924970,6171146,177919245,,,22270450,111723,
2021-04-06,347063,1893,37049803,481587,634687001,7319993,150364963,624031,21383136,7944024,171748099,,,22156271,113980,
2021-04-05,300665,1473,36700174,479671,632032179,7185888,143044970,748210,20759105,7934098,163804075,,,22039841,94077,
2021-04-04,295595,1344,36396863,478175,629633429,5878435,135859082,370050,20010895,6248485,155869977,,,21943333,99831,
2021-04-03,281405,1462,36098682,476808,627412631,5307550,129980647,480178,19640845,5787728,149621492,,,21841065,114086,
2021-04-02,263299,1887,35814696,475323,624984939,7864432,124673097,658098,19160667,8522530,143833764,,,21724537,83208,
2021-04-01,244810,1605,35548856,473412,622671763,6721364,116808665,539128,18502569,7260492,135311234,,,21638897,96586,
2021-03-31,219945,1339,35301489,471783,620329962,3579181,110087301,448267,17963441,4027448,128050742,,,21539863,77352,
2021-03-30,174255,1135,35079023,470420,618136946,3553801,106508120,312058,17515174,3865859,124023294,,,21460064,77719,
2021-03-29,160564,851,34902285,469261,616245901,1102122,102954319,61468,17203116,1163590,120157435,,,21379900,69570,
2021-03-28,187190,818,34739249,468385,614537585,430849,101852197,46877,17141648,477726,118993845,,,21307908,60629,
2021-03-27,188226,873,34549586,467542,612476625,4021322,101421348,242073,17094771,4263395,118516119,,,21244857,53561,
2021-03-26,182349,858,34358891,466644,610128692,4838554,97400026,318192,16852698,5156746,114252724,,,21188868,56810,
2021-03-25,175506,770,34174071,465762,607781106,4298344,92561472,364830,16534506,4663174,109095978,,,21129637,62155,
2021-03-24,161389,721,33996092,464968,605525279,4216503,88263128,331102,16169676,4547605,104432804,,,21065058,49525,
2021-03-23,143611,768,33832241,464223,603324716,4185929,84046625,436441,15838574,4622370,99885199,,,21013109,44394,
2021-03-22,124584,634,33686179,463431,601226128,6102372,79860696,696892,15402133,6799264,95262829,,,20966306,56192,
2021-03-21,130765,591,33559139,462772,599352898,898230,73758324,26084,14705241,924314,88463565,,,20907701,39040,
2021-03-20,130598,571,33425922,462155,363874562,4555781,72860094,479119,14679157,5034900,87539251,,,20866257,42599,
2021-03-19,121891,538,33292867,461558,595239928,4818222,68304313,579308,14200038,5397530,82504351,,,20821255,44062,
2021-03-18,116705,467,33168524,460994,593156354,3635846,63486091,711737,13620730,4347583,77106821,,,20774789,37677,
2021-03-17,107911,461,33049367,460501,591083500,3460683,59850245,653812,12908993,4114495,72759238,,,20734710,32517,
2021-03-16,90301,511,32939006,460014,589032461,3541676,56389562,646419,12255181,4188095,68644743,,,20699790,32495,
2021-03-15,74596,416,32846258,459477,587178013,5233677,52847886,803617,11608762,6037294,64456648,,,20664893,37320,
2021-03-14,74231,341,32769214,459035,585558136,288959,47614209,49193,10805145,338152,58419354,,,20625170,32104,
2021-03-13,73299,399,32692533,458668,583997854,2445451,47325250,560315,10755952,3005766,58081202,,,20590664,29931,
2021-03-12,71769,408,32616790,458243,582289879,3264797,44879799,817514,10195637,4082311,55075436,,,20558331,36865,
2021-03-11,68260,343,32542582,457809,580664809,781786,41615002,147275,9378123,929061,50993125,,,20519064,27235,
2021-03-10,65796,331,32471885,457440,579055153,2032818,40833216,567515,9230848,2600333,50064064,,,20489432,33316,
2021-03-09,55522,352,32403657,457082,577417720,2081599,38800398,593007,8663333,2674606,47463731,,,20453720,38329,
2021-03-08,45691,253,32345703,456703,575860955,3383968,36718799,604759,8070326,3988727,44789125,,,20412996,30084,
2021-03-07,49616,239,32297578,456423,352503251,114059,33334831,13843,7465567,127902,40800398,,,20380515,25556,
2021-03-06,52955,266,32245533,456157,573110001,2278628,33220772,504640,7451724,2783268,40672496,,,20352564,25678,
2021-03-05,52255,283,32190154,455864,571524430,2320443,30942144,583299,6947084,2903742,37889228,,,20324488,25433,
2021-03-04,48960,301,32135476,455554,569900257,2033154,28621701,662195,6363785,2695349,34985486,,,20296654,24798,
2021-03-03,48660,256,32084095,455226,568281213,1577514,26588547,324189,5701590,1901703,32290137,,,20269473,25287,
2021-03-02,44446,255,32033013,454943,566659113,1206934,25011033,230886,5377401,1437820,30388434,,,20241814,23445,
2021-03-01,36676,249,31986150,454660,565064816,752079,23804099,280466,5146515,1032545,28950614,,,20215995,22150,
2021-02-28,40584,274,31947052,454383,563659789,56406,23052020,2313,4866049,58719,27918069,,,20191466,19736,
2021-02-27,46087,296,31904047,454081,562240991,235812,22995614,249795,4863736,485607,27859350,,,20169356,20578,
2021-02-26,46773,305,31855535,453758,560590838,637519,22759802,761012,4613941,1398531,27373743,,,20146403,22701,
2021-02-25,46619,320,31806338,453426,558861923,651945,22122283,793925,3852929,1445870,25975212,,,20121324,21664,
2021-02-24,47307,365,31757297,453078,557219063,534462,21470338,376183,3059004,910645,24529342,,,20097285,21278,
2021-02-23,41341,310,31707568,452684,555657853,497113,20935876,344115,2682821,841228,23618697,,,20073630,25282,
2021-02-22,31954,224,31663801,452345,554127208,475024,20438763,441990,2338706,917014,22777469,,,20045964,23601,
2021-02-21,36277,215,31629428,452093,552830738,181382,19963739,93724,1896716,275106,21860455,,,20019972,16679,
2021-02-20,39166,234,31590738,451852,551490286,486110,19782357,225853,1802992,711963,21585349,,,20000924,19964,
2021-02-19,39201,261,31549160,451592,550047174,564401,19296247,523467,1577139,1087868,20873386,,,19978591,17591,
2021-02-18,37603,267,31507549,451305,548473456,1022805,18731846,359028,1053672,1381833,19785518,,,19958625,19069,
2021-02-17,36066,267,31467540,451012,546948887,500993,17709041,211496,694644,712489,18403685,,,19937183,21345,
2021-02-16,33308,266,31429072,450719,545483415,361452,17208048,228473,483148,589925,17691196,,,19913465,20886,
2021-02-15,27006,231,31393362,450427,544129372,657094,16846596,222876,254675,879970,17101271,,,19890201,20713,
2021-02-14,29693,231,31363949,450171,542935769,19543,8144716,718,24131,20261,8168847,,,19867106,16147,
2021-02-13,33235,240,31331852,449915,541733683,334174,16169959,23413,31081,365255,16201040,,,19848611,19370,
2021-02-12,33623,269,31296212,449650,540206043,910764,15835785,0,0,910764,15835785,,,19826892,19836,
2021-02-11,28021,243,31260187,449356,538623141,965159,14925021,0,0,965159,14925021,,,19804702,28696,
2021-02-10,31563,275,31229765,449087,537018946,803978,13959862,0,0,803978,13959862,,,19773643,20782,
2021-02-09,31589,266,31195807,448786,535475306,701378,13155884,0,0,701378,13155884,,,19750503,22965,
2021-02-08,25742,219,31161825,448494,533949306,891839,12454506,0,0,891839,12454506,,,19725170,24285,
2021-02-07,29899,216,31133689,448249,532622195,74080,11562667,0,0,74080,11562667,,,19698517,20620,
2021-02-06,33134,202,31101399,448006,531312957,715396,11488587,0,0,715396,11488587,,,19675529,20657,
2021-02-05,32614,236,31065872,447777,529760618,912707,10773191,0,0,912707,10773191,,,19652489,26117,
2021-02-04,33616,294,31030867,447514,528170339,1018592,9860484,0,0,1018592,9860484,,,19623984,28634,
2021-02-03,35378,296,30994863,447194,526587766,619662,8841892,0,0,619662,8841892,,,19592962,32664,
2021-02-02,32078,299,30957098,446872,525038920,375937,8222230,0,0,375937,8222230,,,19557913,25538,
2021-02-01,25439,266,30922634,446547,523547626,380727,7846293,0,0,380727,7846293,,,19529990,23766,
2021-01-31,28849,293,30894806,446255,522158817,29018,7465566,0,0,29018,7465566,,,19503840,20689,
2021-01-30,34593,333,30863572,445936,520547689,486572,7436548,0,0,486572,7436548,,,19480766,24775,
2021-01-29,36132,364,30826589,445577,518841298,1142271,6949976,0,0,1142271,6949976,,,19453583,26270,
2021-01-28,46330,426,30788068,445188,517025209,1142072,5807705,0,0,1142072,5807705,,,19424898,35799,
2021-01-27,40130,370,30739025,444737,515291814,650348,4665633,0,0,650348,4665633,,,19386397,26246,
2021-01-26,35182,360,30697459,444342,513636679,11292,4015285,0,0,11292,4015285,,,19358827,24366,
2021-01-25,28988,336,30660843,443957,512092963,813269,4003993,0,0,813269,4003993,,,19333143,30030,
2021-01-24,33584,342,30630420,443596,510416779,66466,3190724,0,0,66466,3190724,,,19301781,23966,
2021-01-23,40910,401,30595398,443229,508703903,380000,3124258,0,0,380000,3124258,,,19276484,29664,
2021-01-22,41362,419,30553045,442803,506738343,689487,2744258,0,0,689487,2744258,,,19245497,31986,
2021-01-21,41113,436,30510230,442359,504819092,468743,2054771,0,0,468743,2054771,,,19212183,33326,
2021-01-20,42880,427,30467658,441897,502881251,294793,1586028,0,0,294793,1586028,,,19177531,37739,
2021-01-19,40538,432,30423314,441444,500969855,397154,1291235,0,0,397154,1291235,,,19138464,32163,
2021-01-18,31744,397,30381306,440986,499033905,478599,894081,0,0,478599,894081,,,19104979,31686,
2021-01-17,35728,386,30348067,440563,497437674,33120,224301,,,33120,224301,,,19071964,26570,
2021-01-16,41600,463,30310873,440151,495673354,191181,382362,,0,191181,382362,,,19044043,31758,
2021-01-15,43183,487,30267795,439662,493807173,,0,,,,0,,,19010932,31202,
2021-01-14,44181,515,30223130,439149,491914036,,,,,,,,,18978338,29327,
2021-01-13,47110,550,30177474,438607,489824612,,,,,,,,,18947620,32794,
2021-01-12,46271,552,30128881,438030,487348746,,,,,,,,,18913424,32942,
2021-01-11,38673,486,30081131,437451,486599835,,,,,,,,,18879140,34370,
2021-01-10,42285,423,30040970,436938,485036107,,,,,,,,,18843431,30702,
2021-01-09,51302,536,29997196,436488,482965180,,,,,,,,,18811373,36004,
2021-01-08,52888,616,29944387,435925,480740402,,,,,,,,,18774020,35312,
2021-01-07,51726,637,29889987,435282,481247232,,,,,,,,,18737344,38130,
2021-01-06,56161,630,29836763,434618,475907816,,,,,,,,,18697813,36277,
2021-01-05,53578,698,29779100,433962,473497809,,,,,,,,,18660135,38923,
2021-01-04,48916,612,29724003,433238,471078784,,,,,,,,,18619798,55101,
2021-01-03,47060,582,29673548,432600,469086403,,,,,,,,,18563282,36183,
2021-01-02,50016,598,29624950,431991,466538340,,,,,,,,,18525689,38848,
2021-01-01,55486,633,29573381,431366,464164998,,,,,,,,,18485425,44411,
2020-12-31,54117,661,29516341,430706,462186571,,,,,,,,,18439581,40802,
2020-12-30,60741,794,29460666,430018,459458130,,,,,,,,,18397348,49223,
2020-12-29,59749,798,29398356,429196,456623311,,,,,,,,,18346686,49606,
2020-12-28,49968,723,29337035,428370,453588368,,,,,,,,,18295634,46048,
2020-12-27,53790,759,29285478,427618,451390673,,,,,,,,,18248070,38723,
2020-12-26,54043,774,29230091,426830,449282934,,,,,,,,,18207836,39207,
2020-12-25,60007,713,29174438,426027,447084731,,,,,,,,,18167115,40276,
2020-12-24,65328,842,29112823,425285,446947126,,,,,,,,,18125330,45413,
2020-12-23,68753,897,29045874,424414,444229832,,,,,,,,,18078395,55565,
2020-12-22,68713,904,28975504,423488,439615497,,,,,,,,,18021306,49765,
2020-12-21,59009,874,28905166,422560,436843473,,,,,,,,,17969982,55801,
2020-12-20,64999,898,28844527,421662,434520492,,,,,,,,,17912595,47130,
2020-12-19,73867,950,28777900,420740,432393369,,,,,,,,,17863885,54138,
2020-12-18,76260,1010,28702395,419766,429714305,,,,,,,,,17808130,54459,
2020-12-17,74435,950,28624498,418732,426830997,,,,,,,,,17752051,56403,
2020-12-16,55789,975,28548410,417758,424237564,,,,,,,,,17693978,61249,
2020-12-15,71999,1037,28490944,416759,421429704,,,,,,,,,17631069,62212,
2020-12-14,66204,1000,28417256,415698,418630828,,,,,,,,,17567203,61946,
2020-12-13,71785,958,28349353,414674,416355107,,,,,,,,,17503572,55582,
2020-12-12,82598,1031,28275864,413691,413906868,,,,,,,,,17446311,59851,
2020-12-11,84520,1172,28191530,412635,411169446,,,,,,,,,17384748,61192,
2020-12-10,84015,1165,28105252,411438,256940663,,,,,,,,,17321763,68723,
2020-12-09,86891,1144,28019472,410248,405768702,,,,,,,,,17251449,68045,
2020-12-08,89470,1123,27930819,409080,402506143,,,,,,,,,17181813,66495,
2020-12-07,79781,1064,27839576,407934,399479847,,,,,,,,,17113711,71379,
2020-12-06,86754,1053,27757986,406846,397107701,,,,,,,,,17040664,70050,
2020-12-05,98152,1229,27669423,405769,394311893,,,,,,,,,16968942,75256,
2020-12-04,101851,1387,27569451,404516,390719704,,,,,,,,,16892019,76099,
2020-12-03,102507,1466,27465785,403104,386911647,,,,,,,,,16814271,77591,
2020-12-02,100237,1468,27361437,401613,383776140,,,,,,,,,16734996,72983,
2020-12-01,100974,1390,27259325,400119,380901571,,,,,,,,,16660320,77746,
2020-11-30,91901,1305,27156469,398701,378251623,,,,,,,,,16580805,74941,
2020-11-29,100632,1249,27062690,397367,375871588,,,,,,,,,16504105,80270,
2020-11-28,113507,1344,26960167,396089,372891892,,,,,,,,,16422093,74186,
2020-11-27,115216,1315,26844761,394716,369690683,,,,,,,,,16346186,72774,
2020-11-26,118387,1331,26727652,393372,366831032,,,,,,,,,16271679,70873,
2020-11-25,123251,1370,26607369,392012,363397527,,,,,,,,,16199064,63968,
2020-11-24,122785,1341,26482222,390611,360069019,,,,,,,,,16133360,66799,
2020-11-23,111341,1271,26357539,389239,357108510,,,,,,,,,16064803,73076,
2020-11-22,116040,1328,26244268,387937,354436092,,,,,,,,,15989938,72365,
2020-11-21,124562,1354,26126296,386576,351432694,,,,,,,,,15915789,76784,
2020-11-20,127032,1460,25999788,385189,348763649,,,,,,,,,15837194,85110,
2020-11-19,126815,1587,25870782,383696,346161889,,,,,,,,,15750273,79311,
2020-11-18,125082,1560,25741996,382076,343198385,,,,,,,,,15669162,85737,
2020-11-17,112115,1378,25614955,380482,340230494,,,,,,,,,15581581,80215,
2020-11-16,88595,1226,25500886,379071,337779240,,,,,,,,,15499518,72343,
2020-11-15,83737,1166,25410318,377812,335699509,,,,,,,,,15425319,75753,
2020-11-14,102502,1185,25324608,376613,333760473,,,,,,,,,15347699,72433,
2020-11-13,118597,1331,25220121,375395,331726797,,,,,,,,,15273372,83907,
2020-11-12,122521,1450,25099537,374032,329170165,,,,,,,,,15187578,86879,
2020-11-11,128528,1502,24975044,372552,326143093,,,,,,,,,15098826,92762,
2020-11-10,124974,1433,24844546,371018,323231009,,,,,,,,,15004202,97594,
2020-11-09,109485,1287,24717606,369554,320707256,,,,,,,,,14904757,70844,
2020-11-08,119117,1299,24606166,368237,317904641,,,,,,,,,14832059,85919,
2020-11-07,125665,1470,24485092,366908,315382570,,,,,,,,,14744380,86061,
2020-11-06,134216,1600,24357463,365408,312582242,,,,,,,,,14656700,97021,
2020-11-05,134032,1791,24221270,363778,309937626,,,,,,,,,14558006,98440,
2020-11-04,136586,1977,24085264,361957,307068197,,,,,,,,,14457870,101205,
2020-11-03,130637,1628,23946684,359964,304278058,,,,,,,,,14354924,98282,
2020-11-02,113035,1449,23814062,358334,300915586,,,,,,,,,14254874,106956,
2020-11-01,119905,1418,23699043,356902,298264050,,,,,,,,,14146072,97138,
2020-10-31,129822,1384,23577157,355501,293807006,,,,,,,,,14047080,105539,
2020-10-30,132264,1514,23445329,354132,291168957,,,,,,,,,13939578,108104,
2020-10-29,134998,1628,23311076,352633,288295704,,,,,,,,,13829375,105808,
2020-10-28,138395,1540,23174081,351017,285697364,,,,,,,,,13721329,102889,
2020-10-27,126848,1476,23033700,349488,283020409,,,,,,,,,13616186,106387,
2020-10-26,109379,1422,22904809,348023,280430846,,,,,,,,,13507419,115874,
2020-10-25,119905,1405,22793362,346611,278319730,,,,,,,,,13389022,106606,
2020-10-24,136908,1586,22671398,345215,276033221,,,,,,,,,13279998,112531,
2020-10-23,148825,1835,22532426,343637,273340001,,,,,,,,,13165153,123304,
2020-10-22,152849,1961,22381564,341810,272164258,,,,,,,,,13039485,139312,
2020-10-21,157557,2032,22226703,339857,266988066,,,,,,,,,12897960,148689,
2020-10-20,155416,2060,22067132,337833,263821860,,,,,,,,,12747165,114676,
2020-10-19,138173,1874,21909711,335780,261097446,,,,,,,,,12630379,129555,
2020-10-18,151546,1698,21769556,333911,258622515,,,,,,,,,12498808,123870,
2020-10-17,170563,2574,21616058,332218,256004219,,,,,,,,,12373097,135451,
2020-10-16,177213,2655,21443520,329649,253205046,,,,,,,,,12235676,131755,
2020-10-15,180001,2538,21264407,326996,250541210,,,,,,,,,12101963,131569,
2020-10-14,189337,2192,21082543,324459,247726415,,,,,,,,,11968535,153894,
2020-10-13,185577,2060,20891398,322264,245469753,,,,,,,,,11812849,139507,
2020-10-12,164690,2069,20704056,320201,242509673,,,,,,,,,11671606,146565,
2020-10-11,182810,2264,20537609,318128,239116208,,,,,,,,,11523370,133101,
2020-10-10,206712,2567,20353120,315859,236324358,,,,,,,,,11388687,168088,
2020-10-09,212008,2687,20144758,313287,233557797,,,,,,,,,11219101,154426,
2020-10-08,205846,2772,19931141,310595,230805430,,,,,,,,,11062787,146551,
2020-10-07,218372,2799,19723705,307817,227430415,,,,,,,,,10914433,152586,
2020-10-06,213141,2850,19503725,305012,224584452,,,,,,,,,10760054,153021,
2020-10-05,184506,2684,19289022,302159,221569577,,,,,,,,,10606054,141381,
2020-10-04,202237,2597,19103053,299469,218881505,,,,,,,,,10463852,143575,
2020-10-03,216397,2683,18899436,296866,216199178,,,,,,,,,10319358,152830,
2020-10-02,225767,2991,18681669,294176,214028690,,,,,,,,,10165558,141802,
2020-10-01,232821,3161,18454628,291177,211205031,,,,,,,,,10022782,146374,
2020-09-30,242413,3344,18220558,288008,208271024,,,,,,,,,9875667,159718,
2020-09-29,235728,3423,17976906,284656,204779253,,,,,,,,,9715393,162480,
2020-09-28,209832,2641,17740040,281226,201694117,,,,,,,,,9552361,159392,
2020-09-27,226796,2747,17529046,278577,198436909,,,,,,,,,9392706,139245,
2020-09-26,248667,3186,17301215,275821,195940464,,,,,,,,,9253238,172798,
2020-09-25,248620,3232,17051470,272635,193554738,,,,,,,,,9080211,175783,
2020-09-24,245763,3291,16801897,269405,190107708,,,,,,,,,8904114,151451,
2020-09-23,248128,3298,16555157,266116,186071704,,,,,,,,,8752436,162510,
2020-09-22,241886,3216,16306140,262820,182833570,,,,,,,,,8589600,169395,
2020-09-21,223169,3105,16063492,259606,179787213,,,,,,,,,8419890,194232,
2020-09-20,239575,3239,15839563,256503,177341249,,,,,,,,,8225325,176299,
2020-09-19,259993,3339,15599230,253266,174699030,,,,,,,,,8048700,178455,
2020-09-18,266408,3491,15338504,249928,171579591,,,,,,,,,7869920,181404,
2020-09-17,275422,3498,15071336,246437,168919169,,,,,,,,,7688147,165969,
2020-09-16,279811,3366,14795270,242940,166154933,,,,,,,,,7521847,156235,
2020-09-15,268046,3600,14514960,239575,163684617,,,,,,,,,7365306,156733,
2020-09-14,244481,3313,14246357,235976,160260513,,,,,,,,,7208253,148925,
2020-09-13,259615,3257,14001433,232664,157562035,,,,,,,,,7059046,145787,
2020-09-12,268696,3270,13741390,229408,155016963,,,,,,,,,6912999,146057,
2020-09-11,277456,3443,13472212,226138,152147616,,,,,,,,,6766737,153688,
2020-09-10,278544,3543,13194371,222695,149818749,,,,,,,,,6612810,133469,
2020-09-09,275819,3469,12915476,219152,146282618,,,,,,,,,6479148,137195,
2020-09-08,264444,3317,12639340,215683,143262591,,,,,,,,,6341890,141774,
2020-09-07,231095,3292,12374589,212366,140281196,,,,,,,,,6200083,139486,
2020-09-06,249545,3070,12143190,209073,137518526,,,,,,,,,6060567,131110,
2020-09-05,261404,3030,11893315,206002,135058422,,,,,,,,,5929473,138353,
2020-09-04,254425,3133,11631654,202971,132004252,,,,,,,,,5791169,132105,
2020-09-03,243903,3192,11376964,199838,129414451,,,,,,,,,5659070,127714,
2020-09-02,238321,3081,11132822,196646,126564926,,,,,,,,,5531424,128796,
2020-09-01,230923,3044,10894261,193565,123683112,,,,,,,,,5402678,118587,
2020-08-31,208007,2622,10663133,190522,120942423,,,,,,,,,5284137,122937,
2020-08-30,220322,2684,10454959,187901,118189479,,,,,,,,,5161223,115467,
2020-08-29,226866,2817,10234520,185218,115904470,,,,,,,,,5045776,124095,
2020-08-28,223200,2935,10007521,182402,112983484,,,,,,,,,4921693,122873,
2020-08-27,221905,3095,9784211,179468,110231490,,,,,,,,,4798834,113700,
2020-08-26,220872,3018,9562202,176374,107427583,,,,,,,,,4685147,106983,
2020-08-25,202028,3095,9341275,173357,104615923,,,,,,,,,4578159,122596,
2020-08-24,180844,2723,9139177,170263,102423144,,,,,,,,,4455559,126251,
2020-08-23,178242,2490,8958278,167540,100125237,,,,,,,,,4329297,106277,
2020-08-22,194960,2620,8780022,165049,98049143,,,,,,,,,4223030,111725,
2020-08-21,200844,2761,8585053,162427,95677672,,,,,,,,,4111309,118943,
2020-08-20,200864,2856,8384151,159664,93130689,,,,,,,,,3992383,117336,
2020-08-19,200677,2891,8183235,156806,90877952,,,,,,,,,3875071,112363,
2020-08-18,193013,3124,7982504,153913,88273599,,,,,,,,,3762732,115032,
2020-08-17,167635,2799,7789413,150787,86140356,,,,,,,,,3647726,111187,
2020-08-16,167096,2725,7621741,147986,84058376,,,,,,,,,3536567,108760,
2020-08-15,180483,2803,7454610,145259,82017376,,,,,,,,,3427836,100324,
2020-08-14,187380,2879,7274088,142454,79869638,,,,,,,,,3327542,108464,
2020-08-13,186142,2958,7086656,139573,77633934,,,,,,,,,3219116,103463,
2020-08-12,189843,2863,6900478,136613,75600342,,,,,,,,,3115688,109500,
2020-08-11,182427,2569,6710609,133748,73421237,,,,,,,,,3006221,107982,
2020-08-10,161023,2557,6528169,131177,71512585,,,,,,,,,2898281,90101,
2020-08-09,172077,2848,6367136,128618,69834567,,,,,,,,,2808223,103452,
2020-08-08,185408,2702,6195029,125768,68126040,,,,,,,,,2704817,99566,
2020-08-07,179969,2667,6009593,123064,66289367,,,,,,,,,2605301,96080,
2020-08-06,179051,2682,5829582,120396,64520992,,,,,,,,,2509273,95952,
2020-08-05,169242,2676,5650484,117713,62694685,,,,,,,,,2413392,87054,
2020-08-04,152990,2553,5481222,115036,61085087,,,,,,,,,2326410,98334,
2020-08-03,148217,2417,5328226,112482,59881915,,,,,,,,,2228149,82006,
2020-08-02,152423,2278,5180038,110064,58240683,,,,,,,,,2146205,77042,
2020-08-01,157401,2420,5027642,107785,56920909,,,,,,,,,2069242,98462,
2020-07-31,163729,2319,4870268,105364,55434040,,,,,,,,,1970859,69193,
2020-07-30,161262,2263,4706567,103044,54026472,,,,,,,,,1901728,70951,
2020-07-29,154915,2263,4545334,100780,52444720,,,,,,,,,1830839,61958,
2020-07-28,146574,2270,4390449,98516,51101169,,,,,,,,,1768943,67536,
2020-07-27,137268,1998,4243906,96245,49875145,,,,,,,,,1701473,64314,
2020-07-26,142405,2027,4106685,94246,48561596,,,,,,,,,1637206,59576,
