title,type,genres,year,Genres1,Genres2,Genres3
Sexual Predator,movie,"[""Thriller""]",2001,Thriller,,
The Foul King,movie,"[""Comedy"",""Sport""]",2000,Comedy,Sport,
Diamond Men,movie,"[""Drama""]",2000,Drama,,
The Law of Enclosures,movie,"[""Drama""]",2000,Drama,,
View from the Top,movie,"[""Comedy"",""Romance""]",2003,Comedy,Romance,
Basic,movie,"[""Action"",""Crime"",""Drama""]",2003,Action,Crime,Drama
The Other Me,movie,"[""Comedy"",""Family"",""Sci-Fi""]",2000,Comedy,Family,Sci-Fi
Julietta,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
No Such Thing,movie,"[""Comedy"",""Drama"",""Fantasy""]",2001,Comedy,Drama,Fantasy
Hedwig and the Angry Inch,movie,"[""Comedy"",""Drama"",""Music""]",2001,Comedy,Drama,Music
Ashoka the Great,movie,"[""Action"",""Drama"",""History""]",2001,Action,Drama,History
Domestic Disturbance,movie,"[""Crime"",""Mystery"",""Thriller""]",2001,Crime,Mystery,Thriller
Pictures of the Old World,movie,"[""Documentary""]",1972,Documentary,,
Seven Songs from the Tundra,movie,"[""Drama"",""History""]",2000,Drama,History,
Chelsea Walls,movie,"[""Drama""]",2001,Drama,,
The Deep End,movie,"[""Crime"",""Drama"",""Mystery""]",2001,Crime,Drama,Mystery
Kya Kehna,movie,"[""Family"",""Musical"",""Drama""]",2000,Family,Musical,Drama
61*,movie,"[""Biography"",""Drama"",""History""]",2001,Biography,Drama,History
The Discovery of Heaven,movie,"[""Drama"",""Fantasy""]",2001,Drama,Fantasy,
Gen-X Cops 2: Metal Mayhem,movie,"[""Action"",""Sci-Fi""]",2000,Action,Sci-Fi,
A Muppet Family Christmas,movie,"[""Comedy"",""Family"",""Music""]",1987,Comedy,Family,Music
Maid in Manhattan,movie,"[""Comedy"",""Drama"",""Romance""]",2002,Comedy,Drama,Romance
King of the Doormen,movie,"[""Comedy"",""Drama""]",1976,Comedy,Drama,
Virgin Stripped Bare by Her Bachelors,movie,"[""Comedy"",""Drama""]",2000,Comedy,Drama,
The Sweetest Thing,movie,"[""Comedy"",""Romance""]",2002,Comedy,Romance,
The Anniversary Party,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
Comedy of Innocence,movie,"[""Drama"",""Fantasy"",""Mystery""]",2000,Drama,Fantasy,Mystery
The Last Brickmaker in America,movie,"[""Drama""]",2001,Drama,,
The Rites of May,movie,"[""Drama"",""Horror"",""Thriller""]",1976,Drama,Horror,Thriller
Liza with a Z,movie,"[""Music""]",1972,Music,,
Road to Redemption,movie,"[""Action"",""Comedy"",""Drama""]",2001,Action,Comedy,Drama
Startup.com,movie,"[""Documentary""]",2001,Documentary,,
The Truth About Jane,movie,"[""Drama""]",2000,Drama,,
Azzurro,movie,"[""Drama""]",2000,Drama,,
Lantana,movie,"[""Drama"",""Mystery""]",2001,Drama,Mystery,
Paid in Full,movie,"[""Drama"",""Action"",""Crime""]",2002,Drama,Action,Crime
Christmas Carol: The Movie,movie,"[""Animation"",""Family""]",2001,Animation,Family,
The Heart of the World,movie,"[""Short""]",2000,Short,,
Jay and Silent Bob Strike Back,movie,"[""Comedy""]",2001,Comedy,,
In the Time of the Butterflies,movie,"[""Crime"",""Drama"",""History""]",2001,Crime,Drama,History
Jeepers Creepers,movie,"[""Horror""]",2001,Horror,,
Me Without You,movie,"[""Drama""]",2001,Drama,,
Backdoor,movie,"[""Drama""]",2000,Drama,,
Changing Lanes,movie,"[""Drama"",""Thriller""]",2002,Drama,Thriller,
The Civil War,series,"[""Documentary"",""History"",""War""]",1990,Documentary,History,War
Who Is Cletis Tout?,movie,"[""Comedy"",""Crime""]",2001,Comedy,Crime,
George Carlin: What Am I Doing in New Jersey?,movie,"[""Documentary"",""Comedy""]",1988,Documentary,Comedy,
Heaven,movie,"[""Crime"",""Drama"",""Romance""]",2002,Crime,Drama,Romance
Old Men in New Cars: In China They Eat Dogs II,movie,"[""Action"",""Comedy"",""Crime""]",2002,Action,Comedy,Crime
Jack Frost 2: Revenge of the Mutant Killer Snowman,movie,"[""Comedy"",""Fantasy"",""Horror""]",2000,Comedy,Fantasy,Horror
Mostly Martha,movie,"[""Comedy"",""Romance"",""Drama""]",2001,Comedy,Romance,Drama
The Gleaners & I,movie,"[""Documentary""]",2000,Documentary,,
In the Mood for Love,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
Rollo and the Woods Sprite,movie,"[""Family"",""Fantasy"",""Music""]",2001,Family,Fantasy,Music
Werckmeister Harmonies,movie,"[""Drama"",""Mystery""]",2000,Drama,Mystery,
Billy Elliot,movie,"[""Comedy"",""Drama"",""Music""]",2000,Comedy,Drama,Music
Late Night Shopping,movie,"[""Comedy""]",2001,Comedy,,
Shooting War,movie,"[""Documentary""]",2000,Documentary,,
Ellen DeGeneres: The Beginning,movie,"[""Comedy"",""Documentary""]",2000,Comedy,Documentary,
No Place to Go,movie,"[""Drama""]",2000,Drama,,
The Bunker,movie,"[""Drama"",""Horror"",""Mystery""]",2001,Drama,Horror,Mystery
Mademoiselle,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
Manic,movie,"[""Drama""]",2001,Drama,,
No Turning Back,movie,"[""Adventure"",""Thriller"",""Drama""]",2001,Adventure,Thriller,Drama
Unfair Competition,movie,"[""Drama"",""War""]",2001,Drama,War,
Phool Aur Kaante,movie,"[""Thriller"",""Action"",""Crime""]",1991,Thriller,Action,Crime
Wishmaster 4: The Prophecy Fulfilled,movie,"[""Fantasy"",""Horror"",""Romance""]",2002,Fantasy,Horror,Romance
Common Wealth,movie,"[""Comedy"",""Crime"",""Horror""]",2000,Comedy,Crime,Horror
The Devil's Backbone,movie,"[""Drama"",""Horror""]",2001,Drama,Horror,
The Ultimate Christmas Present,movie,"[""Comedy"",""Family""]",2000,Comedy,Family,
The Beaver Trilogy,movie,"[""Documentary"",""Comedy"",""Drama""]",2000,Documentary,Comedy,Drama
High Crimes,movie,"[""Crime"",""Drama"",""Mystery""]",2002,Crime,Drama,Mystery
The Hunchback of Notre Dame II,movie,"[""Animation"",""Adventure"",""Family""]",2002,Animation,Adventure,Family
The Quiet American,movie,"[""Drama"",""Mystery"",""Romance""]",2002,Drama,Mystery,Romance
S1m0ne,movie,"[""Comedy"",""Drama"",""Fantasy""]",2002,Comedy,Drama,Fantasy
Last Resort,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
Don't Die Too Hard!,movie,"[""Comedy""]",2001,Comedy,,
A Time for Drunken Horses,movie,"[""Drama"",""War""]",2000,Drama,War,
Daughters of the Sun,movie,"[""Drama""]",2000,Drama,,
Felix and Lola,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
Gojo reisenki: Gojoe,movie,"[""Action"",""History""]",2000,Action,History,
The Day I Became a Woman,movie,"[""Comedy"",""Drama""]",2000,Comedy,Drama,
J.S.A.: Joint Security Area,movie,"[""Drama"",""Thriller"",""War""]",2000,Drama,Thriller,War
Pièero,movie,"[""Biography"",""Drama""]",2001,Biography,Drama,
Anything Can Happen,movie,"[""Documentary"",""Short""]",1995,Documentary,Short,
Crisis: Behind a Presidential Commitment,movie,"[""Documentary""]",1963,Documentary,,
Fugitives,movie,"[""Drama"",""Thriller""]",2000,Drama,Thriller,
De fèke,movie,"[""Drama"",""War""]",2000,Drama,War,
Megiddo: The Omega Code 2,movie,"[""Action"",""Adventure"",""Fantasy""]",2001,Action,Adventure,Fantasy
Men with Brooms,movie,"[""Comedy"",""Drama"",""Romance""]",2002,Comedy,Drama,Romance
Children Underground,movie,"[""Documentary""]",2001,Documentary,,
Dagon,movie,"[""Fantasy"",""Horror"",""Mystery""]",2001,Fantasy,Horror,Mystery
Home Room,movie,"[""Crime"",""Drama""]",2002,Crime,Drama,
Lon Chaney: A Thousand Faces,movie,"[""Documentary"",""Biography""]",2000,Documentary,Biography,
Mondscheintarif,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
America's Sweethearts,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
Black Knight,movie,"[""Adventure"",""Comedy"",""Fantasy""]",2001,Adventure,Comedy,Fantasy
Tempted,movie,"[""Thriller""]",2001,Thriller,,
A Man Apart,movie,"[""Action"",""Crime"",""Drama""]",2003,Action,Crime,Drama
Spy Game,movie,"[""Action"",""Crime"",""Thriller""]",2001,Action,Crime,Thriller
Truth About Demons,movie,"[""Horror"",""Thriller"",""Fantasy""]",2000,Horror,Thriller,Fantasy
The Matthew Shepard Story,movie,"[""Drama""]",2002,Drama,,
Thirteen Conversations About One Thing,movie,"[""Drama""]",2001,Drama,,
Alias Betty,movie,"[""Comedy"",""Crime"",""Drama""]",2001,Comedy,Crime,Drama
Safe Conduct,movie,"[""Biography"",""Drama"",""History""]",2002,Biography,Drama,History
The Slow Business of Going,movie,"[""Adventure"",""Comedy""]",2000,Adventure,Comedy,
The Truth About Charlie,movie,"[""Mystery"",""Thriller""]",2002,Mystery,Thriller,
Eight Legged Freaks,movie,"[""Action"",""Comedy"",""Horror""]",2002,Action,Comedy,Horror
Dinner with Friends,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
Zig Zag,movie,"[""Drama""]",2002,Drama,,
Multiple SIDosis,movie,"[""Short"",""Music""]",1970,Short,Music,
The Princess & the Marine,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
A Colder Kind of Death,movie,"[""Crime"",""Drama"",""Mystery""]",2001,Crime,Drama,Mystery
Jump Tomorrow,movie,"[""Drama"",""Romance"",""Comedy""]",2001,Drama,Romance,Comedy
Truly Human,movie,"[""Drama""]",2001,Drama,,
Darkness,movie,"[""Horror""]",2002,Horror,,
Pumpkin,movie,"[""Comedy"",""Drama"",""Romance""]",2002,Comedy,Drama,Romance
Ripley's Game,movie,"[""Crime"",""Drama"",""Mystery""]",2002,Crime,Drama,Mystery
Stealing Harvard,movie,"[""Comedy"",""Crime""]",2002,Comedy,Crime,
The Cat's Meow,movie,"[""Drama""]",2001,Drama,,
Demobbed,movie,"[""Comedy""]",2000,Comedy,,
Duplex,movie,"[""Comedy""]",2003,Comedy,,
Robin Williams: An Evening at the Met,movie,"[""Documentary"",""Comedy""]",1986,Documentary,Comedy,
Felicidades,movie,"[""Comedy""]",2000,Comedy,,
Ice Age,movie,"[""Animation"",""Adventure"",""Comedy""]",2002,Animation,Adventure,Comedy
Real Fiction,movie,"[""Crime"",""Drama""]",2000,Crime,Drama,
Ostrov pogibshikh korabley,series,"[""Musical""]",1987,Musical,,
Teknolust,movie,"[""Comedy"",""Drama"",""Romance""]",2002,Comedy,Drama,Romance
Welcome to Collinwood,movie,"[""Comedy"",""Crime""]",2002,Comedy,Crime,
Zenon: The Zequel,movie,"[""Comedy"",""Family"",""Adventure""]",2001,Comedy,Family,Adventure
Chain Camera,movie,"[""Documentary""]",2001,Documentary,,
Jett Jackson: The Movie,movie,"[""Action"",""Adventure"",""Comedy""]",2001,Action,Adventure,Comedy
Mujhse Dosti Karoge!,movie,"[""Musical"",""Romance"",""Drama""]",2002,Musical,Romance,Drama
Black Hawk Down,movie,"[""Drama"",""History"",""Thriller""]",2001,Drama,History,Thriller
Kissing Jessica Stein,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
Chaos,movie,"[""Comedy"",""Drama"",""Crime""]",2001,Comedy,Drama,Crime
Main Prem Ki Diwani Hoon,movie,"[""Musical"",""Drama"",""Romance""]",2003,Musical,Drama,Romance
Anything But Love,movie,"[""Musical"",""Romance""]",2002,Musical,Romance,
Finding Nemo,movie,"[""Animation"",""Adventure"",""Comedy""]",2003,Animation,Adventure,Comedy
Kill Bill: Vol. 1,movie,"[""Action""]",2003,Action,,
The Piano Teacher,movie,"[""Drama""]",2001,Drama,,
Izbavitelj,movie,"[""Horror"",""Sci-Fi""]",1976,Horror,Sci-Fi,
Wild Zero,movie,"[""Comedy"",""Horror"",""Music""]",1999,Comedy,Horror,Music
Abandon,movie,"[""Drama"",""Music"",""Mystery""]",2002,Drama,Music,Mystery
The One,movie,"[""Action"",""Sci-Fi"",""Thriller""]",2001,Action,Sci-Fi,Thriller
Party 7,movie,"[""Comedy""]",2000,Comedy,,
God Is on Air,movie,"[""Drama""]",2002,Drama,,
Jimmy Neutron: Boy Genius,movie,"[""Animation"",""Action"",""Adventure""]",2001,Animation,Action,Adventure
All About Love,movie,"[""Drama""]",2001,Drama,,
The Hunted,movie,"[""Action"",""Crime"",""Drama""]",2003,Action,Crime,Drama
Barking Dogs Never Bite,movie,"[""Comedy""]",2000,Comedy,,
Confessions of a Dangerous Mind,movie,"[""Biography"",""Comedy"",""Crime""]",2002,Biography,Comedy,Crime
Superbabies: Baby Geniuses 2,movie,"[""Comedy"",""Family"",""Sci-Fi""]",2004,Comedy,Family,Sci-Fi
Ditto,movie,"[""Romance"",""Sci-Fi""]",2000,Romance,Sci-Fi,
Come Sweet Death,movie,"[""Comedy"",""Mystery"",""Thriller""]",2000,Comedy,Mystery,Thriller
Tadpole,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
The Accidental Spy,movie,"[""Action"",""Comedy"",""Thriller""]",2001,Action,Comedy,Thriller
Murder by Numbers,movie,"[""Crime"",""Drama"",""Thriller""]",2002,Crime,Drama,Thriller
Falling,movie,"[""Family"",""Drama"",""Romance""]",2001,Family,Drama,Romance
Wu Yen,movie,"[""Comedy"",""Fantasy""]",2001,Comedy,Fantasy,
The Beautiful Country,movie,"[""Drama""]",2004,Drama,,
The Officer's Ward,movie,"[""Drama"",""Romance"",""War""]",2001,Drama,Romance,War
Main Prem Ki Diwani Hoon,movie,"[""Musical"",""Drama"",""Romance""]",2003,Musical,Drama,Romance
The Girl Next Door,movie,"[""Comedy"",""Drama"",""Romance""]",2004,Comedy,Drama,Romance
Big Fat Liar,movie,"[""Adventure"",""Comedy"",""Family""]",2002,Adventure,Comedy,Family
"Scotland, Pa.",movie,"[""Comedy"",""Crime""]",2001,Comedy,Crime,
Addictions and Subtractions,movie,"[""Drama""]",2004,Drama,,
The Slaughter Rule,movie,"[""Drama"",""Sport""]",2002,Drama,Sport,
Hybrid,movie,"[""Documentary"",""Biography""]",2000,Documentary,Biography,
The Man Who Sued God,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
The Majestic,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
A Hell of a Day,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
The Business of Strangers,movie,"[""Drama"",""Thriller""]",2001,Drama,Thriller,
My Boss's Daughter,movie,"[""Comedy"",""Romance""]",2003,Comedy,Romance,
K-PAX,movie,"[""Drama"",""Sci-Fi""]",2001,Drama,Sci-Fi,
Ararat,movie,"[""Drama"",""War""]",2002,Drama,War,
The Hound of the Baskervilles,movie,"[""Crime"",""Drama"",""Horror""]",2000,Crime,Drama,Horror
Conspiracy,movie,"[""Drama"",""History"",""War""]",2001,Drama,History,War
"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",movie,"[""Animation"",""Short"",""Comedy""]",1911,Animation,Short,Comedy
K-19: The Widowmaker,movie,"[""Drama"",""History"",""Thriller""]",2002,Drama,History,Thriller
Adaptation.,movie,"[""Comedy"",""Drama""]",2002,Comedy,Drama,
Brigham City,movie,"[""Crime"",""Drama"",""Mystery""]",2001,Crime,Drama,Mystery
Family Secrets,movie,"[""Drama""]",2001,Drama,,
Ripper,movie,"[""Horror"",""Thriller""]",2001,Horror,Thriller,
Time of Favor,movie,"[""Drama""]",2000,Drama,,
A Beautiful Mind,movie,"[""Biography"",""Drama""]",2001,Biography,Drama,
My Wife Is an Actress,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
Ritual,movie,"[""Drama""]",2000,Drama,,
Mad Love,movie,"[""Biography"",""Drama"",""History""]",2001,Biography,Drama,History
30 Years to Life,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
The Mothman Prophecies,movie,"[""Drama"",""Horror"",""Mystery""]",2002,Drama,Horror,Mystery
One Hour Photo,movie,"[""Drama"",""Thriller""]",2002,Drama,Thriller,
The Last Kiss,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
China Strike Force,movie,"[""Action""]",2000,Action,,
Coquille,movie,"[""Drama"",""Romance""]",1998,Drama,Romance,
Phantom of the Megaplex,movie,"[""Action"",""Comedy"",""Family""]",2000,Action,Comedy,Family
Rush Hour 2,movie,"[""Action"",""Comedy"",""Crime""]",2001,Action,Comedy,Crime
Some Folks Call It a Sling Blade,movie,"[""Short"",""Drama"",""Thriller""]",1994,Short,Drama,Thriller
Gefèngnisbilder,movie,"[""Documentary""]",2001,Documentary,,
The Time Machine,movie,"[""Sci-Fi"",""Adventure"",""Action""]",2002,Sci-Fi,Adventure,Action
City by the Sea,movie,"[""Crime"",""Drama"",""Mystery""]",2002,Crime,Drama,Mystery
Two Can Play That Game,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
Vizontele,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
Coral Reef Adventure,movie,"[""Documentary""]",2003,Documentary,,
Ikèngut,movie,"[""Action"",""Adventure"",""Family""]",2000,Action,Adventure,Family
The Jimmy Show,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
Falling,movie,"[""Family"",""Drama"",""Romance""]",2001,Family,Drama,Romance
The Adversary,movie,"[""Crime"",""Drama"",""Mystery""]",2002,Crime,Drama,Mystery
The Endurance,movie,"[""Documentary"",""History""]",2000,Documentary,History,
Frailty,movie,"[""Crime"",""Drama"",""Thriller""]",2001,Crime,Drama,Thriller
Monsoon Wedding,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
Wolf Girl,movie,"[""Drama"",""Fantasy"",""Horror""]",2001,Drama,Fantasy,Horror
Memento Mori,movie,"[""Horror"",""Romance"",""Drama""]",1999,Horror,Romance,Drama
Death to Smoochy,movie,"[""Comedy"",""Crime"",""Drama""]",2002,Comedy,Crime,Drama
Avalon,movie,"[""Action"",""Drama"",""Fantasy""]",2001,Action,Drama,Fantasy
The Land Before Time VII: The Stone of Cold Fire,movie,"[""Animation"",""Adventure"",""Family""]",2000,Animation,Adventure,Family
I Know I'll See Your Face Again,movie,"[""Drama""]",2001,Drama,,
Weiser,movie,"[""Drama"",""Mystery""]",2001,Drama,Mystery,
How I Killed My Father,movie,"[""Drama"",""Thriller""]",2001,Drama,Thriller,
Mourning Rock,movie,"[""Documentary""]",2000,Documentary,,
Bad Boy,movie,"[""Drama"",""Comedy"",""Romance""]",2002,Drama,Comedy,Romance
Go Tigers!,movie,"[""Documentary"",""Sport""]",2001,Documentary,Sport,
Eight Crazy Nights,movie,"[""Animation"",""Comedy"",""Drama""]",2002,Animation,Comedy,Drama
The Last Castle,movie,"[""Action"",""Drama"",""Thriller""]",2001,Action,Drama,Thriller
The Congress,movie,"[""Documentary""]",1988,Documentary,,
Narc,movie,"[""Crime"",""Mystery"",""Thriller""]",2002,Crime,Mystery,Thriller
Life as a House,movie,"[""Drama""]",2001,Drama,,
Live Nude Girls Unite!,movie,"[""Documentary""]",2000,Documentary,,
Murder by Numbers,movie,"[""Crime"",""Drama"",""Thriller""]",2002,Crime,Drama,Thriller
Grateful Dawg,movie,"[""Documentary""]",2000,Documentary,,
The Rookie,movie,"[""Drama"",""Family"",""Sport""]",2002,Drama,Family,Sport
The Royal Tenenbaums,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
The Slurb,movie,"[""Comedy"",""Family"",""Fantasy""]",2001,Comedy,Family,Fantasy
What Matters Most,movie,"[""Drama""]",2001,Drama,,
Yolngu Boy,movie,"[""Drama""]",2001,Drama,,
Black Angel,movie,"[""Drama"",""Romance"",""Thriller""]",2002,Drama,Romance,Thriller
Chandni Bar,movie,"[""Crime"",""Drama""]",2001,Crime,Drama,
Scooby-Doo,movie,"[""Adventure"",""Comedy"",""Mystery""]",2002,Adventure,Comedy,Mystery
Without Lying Down: Frances Marion and the Power of Women in Hollywood,movie,"[""Documentary"",""Biography""]",2000,Documentary,Biography,
Monday Night Mayhem,movie,"[""Drama"",""Sport""]",2002,Drama,Sport,
Jalla! Jalla!,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
Mysterious Object at Noon,movie,"[""Drama"",""Mystery""]",2000,Drama,Mystery,
R.S.V.P.,movie,"[""Comedy"",""Crime"",""Horror""]",2002,Comedy,Crime,Horror
A Dog's Will,movie,"[""Adventure"",""Comedy""]",2000,Adventure,Comedy,
Happy Here and Now,movie,"[""Drama""]",2002,Drama,,
Punch-Drunk Love,movie,"[""Comedy"",""Drama"",""Romance""]",2002,Comedy,Drama,Romance
Mockingbird Don't Sing,movie,"[""Biography"",""Drama""]",2001,Biography,Drama,
Prancer Returns,movie,"[""Family"",""Drama"",""Fantasy""]",2001,Family,Drama,Fantasy
Johnny English,movie,"[""Action"",""Adventure"",""Comedy""]",2003,Action,Adventure,Comedy
Crossroads,movie,"[""Comedy"",""Drama"",""Music""]",2002,Comedy,Drama,Music
Acts of Worship,movie,"[""Drama""]",2001,Drama,,
Southern Comfort,movie,"[""Documentary""]",2001,Documentary,,
The Scorpion King,movie,"[""Action"",""Adventure"",""Fantasy""]",2002,Action,Adventure,Fantasy
The Sleepy Time Gal,movie,"[""Drama""]",2001,Drama,,
The Last Minute,movie,"[""Drama"",""Mystery"",""Thriller""]",2001,Drama,Mystery,Thriller
We Were Soldiers,movie,"[""Action"",""Drama"",""History""]",2002,Action,Drama,History
"Feuer, Eis & Dosenbier",movie,"[""Comedy""]",2002,Comedy,,
Vacuuming Completely Nude in Paradise,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
Ajnabee,movie,"[""Crime"",""Mystery"",""Thriller""]",2001,Crime,Mystery,Thriller
Father and Daughter,movie,"[""Animation"",""Short"",""Drama""]",2000,Animation,Short,Drama
Below,movie,"[""Horror"",""Mystery"",""Thriller""]",2002,Horror,Mystery,Thriller
FLCL,series,"[""Animation"",""Comedy"",""Drama""]",2000,Animation,Comedy,Drama
The Banger Sisters,movie,"[""Comedy"",""Drama""]",2002,Comedy,Drama,
Bungee Jumping of Their Own,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
I Am Sam,movie,"[""Drama""]",2001,Drama,,
Igby Goes Down,movie,"[""Comedy"",""Drama""]",2002,Comedy,Drama,
Pyaar Tune Kya Kiya...,movie,"[""Thriller""]",2001,Thriller,,
The Warrior,movie,"[""Action"",""Drama"",""History""]",2001,Action,Drama,History
Truly Human,movie,"[""Drama""]",2001,Drama,,
Snow Dogs,movie,"[""Adventure"",""Comedy"",""Family""]",2002,Adventure,Comedy,Family
The Wild Thornberrys Movie,movie,"[""Adventure"",""Animation"",""Family""]",2002,Adventure,Animation,Family
Dead Heat,movie,"[""Action"",""Comedy"",""Crime""]",2002,Action,Comedy,Crime
Darkness Falls,movie,"[""Horror"",""Mystery"",""Thriller""]",2003,Horror,Mystery,Thriller
